Date,Equity,PortBalance,Return
4/17/2008,52062.5,152062.5,0.042148548
4/18/2008,49387.5,149387.5,-0.017591451
4/19/2008,49387.5,149387.5,0
4/20/2008,49387.5,149387.5,0
4/21/2008,48637.5,148637.5,-0.0050205
4/22/2008,47837.5,147837.5,-0.005382222
4/23/2008,47837.5,147837.5,0
4/24/2008,47837.5,147837.5,0
4/25/2008,47837.5,147837.5,0
4/26/2008,47837.5,147837.5,0
4/27/2008,47837.5,147837.5,0
4/28/2008,47837.5,147837.5,0
4/29/2008,51087.5,151087.5,0.021983597
4/30/2008,50387.5,150387.5,-0.004633077
5/1/2008,50387.5,150387.5,0
5/2/2008,52287.5,152287.5,0.012634029
5/3/2008,52287.5,152287.5,0
5/4/2008,52287.5,152287.5,0
5/5/2008,52287.5,152287.5,0
5/6/2008,52512.5,152512.5,0.001477469
5/7/2008,50962.5,150962.5,-0.010163101
5/8/2008,52387.5,152387.5,0.00943943
5/9/2008,50287.5,150287.5,-0.013780658
5/10/2008,50287.5,150287.5,0
5/11/2008,50287.5,150287.5,0
5/12/2008,50137.5,150137.5,-0.000998087
5/13/2008,51537.5,151537.5,0.009324786
5/14/2008,49987.5,149987.5,-0.010228491
5/15/2008,49287.5,149287.5,-0.004667056
5/16/2008,47862.5,147862.5,-0.00954534
5/17/2008,47862.5,147862.5,0
5/18/2008,47862.5,147862.5,0
5/19/2008,45512.5,145512.5,-0.015893144
5/20/2008,46712.5,146712.5,0.008246714
5/21/2008,44412.5,144412.5,-0.015676919
5/22/2008,44862.5,144862.5,0.003116074
5/23/2008,42262.5,142262.5,-0.017948054
5/24/2008,42262.5,142262.5,0
5/25/2008,42262.5,142262.5,0
5/26/2008,42262.5,142262.5,0
5/27/2008,42437.5,142437.5,0.00123012
5/28/2008,42987.5,142987.5,0.003861343
5/29/2008,42187.5,142187.5,-0.005594895
5/30/2008,42187.5,142187.5,0
5/31/2008,42187.5,142187.5,0
6/1/2008,42187.5,142187.5,0
6/2/2008,42187.5,142187.5,0
6/3/2008,43737.5,143737.5,0.010901099
6/4/2008,40087.5,140087.5,-0.025393512
6/5/2008,40087.5,140087.5,0
6/6/2008,41287.5,141287.5,0.008566075
6/7/2008,41287.5,141287.5,0
6/8/2008,41287.5,141287.5,0
6/9/2008,43012.5,143012.5,0.012209148
6/10/2008,43012.5,143012.5,0
6/11/2008,43012.5,143012.5,0
6/12/2008,43012.5,143012.5,0
6/13/2008,43012.5,143012.5,0
6/14/2008,43012.5,143012.5,0
6/15/2008,43012.5,143012.5,0
6/16/2008,43862.5,143862.5,0.005943536
6/17/2008,43862.5,143862.5,0
6/18/2008,45612.5,145612.5,0.012164393
6/19/2008,45612.5,145612.5,0
6/20/2008,42012.5,142012.5,-0.024723152
6/21/2008,42012.5,142012.5,0
6/22/2008,42012.5,142012.5,0
6/23/2008,42737.5,142737.5,0.005105184
6/24/2008,40187.5,140187.5,-0.017864962
6/25/2008,39112.5,139112.5,-0.007668301
6/26/2008,36062.5,136062.5,-0.021924701
6/27/2008,37187.5,137187.5,0.008268259
6/28/2008,37187.5,137187.5,0
6/29/2008,37187.5,137187.5,0
6/30/2008,37187.5,137187.5,0
7/1/2008,34087.5,134087.5,-0.022596811
7/2/2008,31687.5,131687.5,-0.01789876
7/3/2008,33012.5,133012.5,0.010061699
7/4/2008,32812.5,132812.5,-0.001503618
7/5/2008,32812.5,132812.5,0
7/6/2008,32812.5,132812.5,0
7/7/2008,31912.5,131912.5,-0.006776471
7/8/2008,31287.5,131287.5,-0.004737989
7/9/2008,28937.5,128937.5,-0.017899648
7/10/2008,28862.5,128862.5,-0.000581677
7/11/2008,27837.5,127837.5,-0.007954215
7/12/2008,27837.5,127837.5,0
7/13/2008,27837.5,127837.5,0
7/14/2008,27837.5,127837.5,0
7/15/2008,27837.5,127837.5,0
7/16/2008,26987.5,126987.5,-0.006649066
7/17/2008,30737.5,130737.5,0.029530466
7/18/2008,34287.5,134287.5,0.027153648
7/19/2008,34287.5,134287.5,0
7/20/2008,34287.5,134287.5,0
7/21/2008,33112.5,133112.5,-0.008749884
7/22/2008,31362.5,131362.5,-0.013146774
7/23/2008,30337.5,130337.5,-0.007802836
7/24/2008,30337.5,130337.5,0
7/25/2008,32087.5,132087.5,0.013426681
7/26/2008,32087.5,132087.5,0
7/27/2008,32087.5,132087.5,0
7/28/2008,30937.5,130937.5,-0.00870635
7/29/2008,31462.5,131462.5,0.004009547
7/30/2008,35362.5,135362.5,0.029666255
7/31/2008,35362.5,135362.5,0
8/1/2008,37237.5,137237.5,0.013851695
8/2/2008,37237.5,137237.5,0
8/3/2008,37237.5,137237.5,0
8/4/2008,37237.5,137237.5,0
8/5/2008,37237.5,137237.5,0
8/6/2008,39637.5,139637.5,0.017487932
8/7/2008,38737.5,138737.5,-0.00644526
8/8/2008,38737.5,138737.5,0
8/9/2008,38737.5,138737.5,0
8/10/2008,38737.5,138737.5,0
8/11/2008,41537.5,141537.5,0.020181998
8/12/2008,41537.5,141537.5,0
8/13/2008,42987.5,142987.5,0.010244635
8/14/2008,42987.5,142987.5,0
8/15/2008,43437.5,143437.5,0.003147128
8/16/2008,43437.5,143437.5,0
8/17/2008,43437.5,143437.5,0
8/18/2008,43437.5,143437.5,0
8/19/2008,44937.5,144937.5,0.010457516
8/20/2008,46400,146400,0.010090556
8/21/2008,46300,146300,-0.00068306
8/22/2008,45800,145800,-0.003417635
8/23/2008,45800,145800,0
8/24/2008,45800,145800,0
8/25/2008,45800,145800,0
8/26/2008,46750,146750,0.006515775
8/27/2008,46750,146750,0
8/28/2008,46750,146750,0
8/29/2008,51900,151900,0.035093697
8/30/2008,51900,151900,0
8/31/2008,51900,151900,0
9/1/2008,51900,151900,0
9/2/2008,51050,151050,-0.005595787
9/3/2008,47000,147000,-0.026812314
9/4/2008,47175,147175,0.001190476
9/5/2008,47175,147175,0
9/6/2008,47175,147175,0
9/7/2008,47175,147175,0
9/8/2008,47175,147175,0
9/9/2008,46025,146025,-0.007813827
9/10/2008,47475,147475,0.009929807
9/11/2008,43875,143875,-0.024410917
9/12/2008,41725,141725,-0.014943527
9/13/2008,41725,141725,0
9/14/2008,41725,141725,0
9/15/2008,35275,135275,-0.045510672
9/16/2008,37875,137875,0.019220107
9/17/2008,35550,135550,-0.016863101
9/18/2008,37575,137575,0.014939137
9/19/2008,41325,141325,0.027257859
9/20/2008,41325,141325,0
9/21/2008,41325,141325,0
9/22/2008,48500,148500,0.050769503
9/23/2008,49850,149850,0.009090909
9/24/2008,49850,149850,0
9/25/2008,49850,149850,0
9/26/2008,51250,151250,0.009342676
9/27/2008,49125,149125,-0.014049587
9/28/2008,49125,149125,0
9/29/2008,49125,149125,0
9/30/2008,49125,149125,0
10/1/2008,51625,151625,0.016764459
10/2/2008,51625,151625,0
10/3/2008,51775,151775,0.000989283
10/4/2008,45125,145125,-0.043814858
10/5/2008,45125,145125,0
10/6/2008,46625,146625,0.010335917
10/7/2008,47575,147575,0.006479113
10/8/2008,47575,147575,0
10/9/2008,35825,135825,-0.079620532
10/10/2008,40837.5,140837.5,0.036904105
10/11/2008,40837.5,140837.5,0
10/12/2008,40837.5,140837.5,0
10/13/2008,44587.5,144587.5,0.026626431
10/14/2008,51262.5,151262.5,0.046165817
10/15/2008,52762.5,152762.5,0.009916536
10/16/2008,55487.5,155487.5,0.017838147
10/17/2008,59237.5,159237.5,0.024117694
10/18/2008,60612.5,160612.5,0.008634901
10/19/2008,60612.5,160612.5,0
10/20/2008,60612.5,160612.5,0
10/21/2008,60612.5,160612.5,0
10/22/2008,62775,162775,0.013464083
10/23/2008,66700,166700,0.024113039
10/24/2008,63900,163900,-0.016796641
10/25/2008,63900,163900,0
10/26/2008,63900,163900,0
10/27/2008,63900,163900,0
10/28/2008,67650,167650,0.022879805
10/29/2008,71875,171875,0.025201312
10/30/2008,71875,171875,0
10/31/2008,71875,171875,0
11/1/2008,71875,171875,0
11/2/2008,71875,171875,0
11/3/2008,71875,171875,0
11/4/2008,70500,170500,-0.008
11/5/2008,67700,167700,-0.016422287
11/6/2008,71575,171575,0.023106738
11/7/2008,71575,171575,0
11/8/2008,71575,171575,0
11/9/2008,71575,171575,0
11/10/2008,71875,171875,0.001748506
11/11/2008,73375,173375,0.008727273
11/12/2008,74350,174350,0.005623648
11/13/2008,78100,178100,0.02150846
11/14/2008,82125,182125,0.022599663
11/15/2008,78225,178225,-0.021413864
11/16/2008,78225,178225,0
11/17/2008,78225,178225,0
11/18/2008,71275,171275,-0.038995652
11/19/2008,69425,169425,-0.010801343
11/20/2008,69425,169425,0
11/21/2008,73175,173175,0.022133687
11/22/2008,73175,173175,0
11/23/2008,73175,173175,0
11/24/2008,73175,173175,0
11/25/2008,84075,184075,0.062942111
11/26/2008,80975,180975,-0.016840962
11/27/2008,80975,180975,0
11/28/2008,80975,180975,0
11/29/2008,80975,180975,0
11/30/2008,80975,180975,0
12/1/2008,82475,182475,0.008288438
12/2/2008,85762.5,185762.5,0.018016167
12/3/2008,82362.5,182362.5,-0.018302941
12/4/2008,81937.5,181937.5,-0.002330523
12/5/2008,83462.5,183462.5,0.008381999
12/6/2008,83462.5,183462.5,0
12/7/2008,83462.5,183462.5,0
12/8/2008,83462.5,183462.5,0
12/9/2008,83062.5,183062.5,-0.002180282
12/10/2008,84187.5,184187.5,0.006145442
12/11/2008,82537.5,182537.5,-0.008958263
12/12/2008,85462.5,185462.5,0.016024105
12/13/2008,85462.5,185462.5,0
12/14/2008,85462.5,185462.5,0
12/15/2008,85462.5,185462.5,0
12/16/2008,84437.5,184437.5,-0.005526724
12/17/2008,89387.5,189387.5,0.02683836
12/18/2008,89387.5,189387.5,0
12/19/2008,89987.5,189987.5,0.003168108
12/20/2008,89987.5,189987.5,0
12/21/2008,89987.5,189987.5,0
12/22/2008,85987.5,185987.5,-0.021054017
12/23/2008,86137.5,186137.5,0.000806506
12/24/2008,86137.5,186137.5,0
12/25/2008,86137.5,186137.5,0
12/26/2008,86687.5,186687.5,0.002954805
12/27/2008,86687.5,186687.5,0
12/28/2008,86687.5,186687.5,0
12/29/2008,86687.5,186687.5,0
12/30/2008,85487.5,185487.5,-0.006427854
12/31/2008,85487.5,185487.5,0
1/1/2009,85487.5,185487.5,0
1/2/2009,89637.5,189637.5,0.022373475
1/3/2009,88962.5,188962.5,-0.003559423
1/4/2009,88962.5,188962.5,0
1/5/2009,89712.5,189712.5,0.003969041
1/6/2009,89037.5,189037.5,-0.003558015
1/7/2009,87487.5,187487.5,-0.008199431
1/8/2009,89712.5,189712.5,0.011867458
1/9/2009,89162.5,189162.5,-0.002899124
1/10/2009,89162.5,189162.5,0
1/11/2009,89162.5,189162.5,0
1/12/2009,89162.5,189162.5,0
1/13/2009,89162.5,189162.5,0
1/14/2009,84212.5,184212.5,-0.026167977
1/15/2009,85562.5,185562.5,0.007328493
1/16/2009,83662.5,183662.5,-0.010239138
1/17/2009,83662.5,183662.5,0
1/18/2009,83662.5,183662.5,0
1/19/2009,83662.5,183662.5,0
1/20/2009,83662.5,183662.5,0
1/21/2009,84787.5,184787.5,0.006125366
1/22/2009,86937.5,186937.5,0.011634986
1/23/2009,85337.5,185337.5,-0.00855901
1/24/2009,85337.5,185337.5,0
1/25/2009,85337.5,185337.5,0
1/26/2009,84037.5,184037.5,-0.007014231
1/27/2009,84037.5,184037.5,0
1/28/2009,84037.5,184037.5,0
1/29/2009,84037.5,184037.5,0
1/30/2009,85762.5,185762.5,0.00937309
1/31/2009,85762.5,185762.5,0
2/1/2009,85762.5,185762.5,0
2/2/2009,85762.5,185762.5,0
2/3/2009,85762.5,185762.5,0
2/4/2009,87062.5,187062.5,0.006998183
2/5/2009,85387.5,185387.5,-0.008954227
2/6/2009,85387.5,185387.5,0
2/7/2009,85387.5,185387.5,0
2/8/2009,85387.5,185387.5,0
2/9/2009,90037.5,190037.5,0.025082597
2/10/2009,91537.5,191537.5,0.007893179
2/11/2009,93225,193225,0.008810285
2/12/2009,89275,189275,-0.020442489
2/13/2009,88450,188450,-0.004358737
2/14/2009,88450,188450,0
2/15/2009,88450,188450,0
2/16/2009,88450,188450,0
2/17/2009,81100,181100,-0.039002388
2/18/2009,81850,181850,0.004141358
2/19/2009,81850,181850,0
2/20/2009,76650,176650,-0.028594996
2/21/2009,76400,176400,-0.001415228
2/22/2009,76400,176400,0
2/23/2009,76400,176400,0
2/24/2009,77175,177175,0.004393424
2/25/2009,79625,179625,0.013828136
2/26/2009,73450,173450,-0.034377175
2/27/2009,73450,173450,0
2/28/2009,73450,173450,0
3/1/2009,73450,173450,0
3/2/2009,74950,174950,0.008648025
3/3/2009,76750,176750,0.010288654
3/4/2009,76750,176750,0
3/5/2009,75200,175200,-0.008769448
3/6/2009,75400,175400,0.001141553
3/7/2009,75400,175400,0
3/8/2009,75400,175400,0
3/9/2009,73500,173500,-0.010832383
3/10/2009,71125,171125,-0.013688761
3/11/2009,71125,171125,0
3/12/2009,69475,169475,-0.009642075
3/13/2009,74075,174075,0.027142646
3/14/2009,72950,172950,-0.006462732
3/15/2009,72950,172950,0
3/16/2009,69800,169800,-0.018213356
3/17/2009,68600,168600,-0.007067138
3/18/2009,67500,167500,-0.006524318
3/19/2009,66975,166975,-0.003134328
3/20/2009,66975,166975,0
3/21/2009,66975,166975,0
3/22/2009,66975,166975,0
3/23/2009,66825,166825,-0.000898338
3/24/2009,70275,170275,0.020680354
3/25/2009,69650,169650,-0.003670533
3/26/2009,65450,165450,-0.024756852
3/27/2009,65450,165450,0
3/28/2009,65450,165450,0
3/29/2009,65450,165450,0
3/30/2009,66950,166950,0.009066183
3/31/2009,68737.5,168737.5,0.010706798
4/1/2009,66637.5,166637.5,-0.012445366
4/2/2009,66637.5,166637.5,0
4/3/2009,65462.5,165462.5,-0.007051234
4/4/2009,65462.5,165462.5,0
4/5/2009,65462.5,165462.5,0
4/6/2009,65462.5,165462.5,0
4/7/2009,65462.5,165462.5,0
4/8/2009,65462.5,165462.5,0
4/9/2009,65462.5,165462.5,0
4/10/2009,65462.5,165462.5,0
4/11/2009,65462.5,165462.5,0
4/12/2009,65462.5,165462.5,0
4/13/2009,70162.5,170162.5,0.028405228
4/14/2009,69262.5,169262.5,-0.005289062
4/15/2009,69262.5,169262.5,0
4/16/2009,69262.5,169262.5,0
4/17/2009,73612.5,173612.5,0.025699727
4/18/2009,73612.5,173612.5,0
4/19/2009,73612.5,173612.5,0
4/20/2009,73612.5,173612.5,0
4/21/2009,75137.5,175137.5,0.00878393
4/22/2009,75637.5,175637.5,0.0028549
4/23/2009,74087.5,174087.5,-0.008824995
4/24/2009,74087.5,174087.5,0
4/25/2009,74087.5,174087.5,0
4/26/2009,74087.5,174087.5,0
4/27/2009,74437.5,174437.5,0.002010483
4/28/2009,74787.5,174787.5,0.002006449
4/29/2009,74787.5,174787.5,0
4/30/2009,78337.5,178337.5,0.020310377
5/1/2009,78237.5,178237.5,-0.000560735
5/2/2009,78237.5,178237.5,0
5/3/2009,78237.5,178237.5,0
5/4/2009,78237.5,178237.5,0
5/5/2009,80087.5,180087.5,0.010379409
5/6/2009,80087.5,180087.5,0
5/7/2009,79587.5,179587.5,-0.002776428
5/8/2009,78862.5,178862.5,-0.004037029
5/9/2009,78862.5,178862.5,0
5/10/2009,78862.5,178862.5,0
5/11/2009,77862.5,177862.5,-0.005590887
5/12/2009,78337.5,178337.5,0.002670602
5/13/2009,78337.5,178337.5,0
5/14/2009,78337.5,178337.5,0
5/15/2009,76987.5,176987.5,-0.007569917
5/16/2009,76987.5,176987.5,0
5/17/2009,76987.5,176987.5,0
5/18/2009,76037.5,176037.5,-0.005367611
5/19/2009,76037.5,176037.5,0
5/20/2009,76037.5,176037.5,0
5/21/2009,77387.5,177387.5,0.007668821
5/22/2009,77387.5,177387.5,0
5/23/2009,77387.5,177387.5,0
5/24/2009,77387.5,177387.5,0
5/25/2009,77387.5,177387.5,0
5/26/2009,76687.5,176687.5,-0.003946163
5/27/2009,76687.5,176687.5,0
5/28/2009,77762.5,177762.5,0.006084188
5/29/2009,77762.5,177762.5,0
5/30/2009,77762.5,177762.5,0
5/31/2009,77762.5,177762.5,0
6/1/2009,81512.5,181512.5,0.021095563
6/2/2009,85412.5,185412.5,0.021486124
6/3/2009,86637.5,186637.5,0.00660689
6/4/2009,86637.5,186637.5,0
6/5/2009,86637.5,186637.5,0
6/6/2009,86637.5,186637.5,0
6/7/2009,86637.5,186637.5,0
6/8/2009,86562.5,186562.5,-0.000401849
6/9/2009,86562.5,186562.5,0
6/10/2009,84912.5,184912.5,-0.008844221
6/11/2009,83462.5,183462.5,-0.007841547
6/12/2009,81462.5,181462.5,-0.01090141
6/13/2009,80837.5,180837.5,-0.003444238
6/14/2009,80837.5,180837.5,0
6/15/2009,80837.5,180837.5,0
6/16/2009,79437.5,179437.5,-0.007741757
6/17/2009,79512.5,179512.5,0.000417973
6/18/2009,79512.5,179512.5,0
6/19/2009,79512.5,179512.5,0
6/20/2009,79512.5,179512.5,0
6/21/2009,79512.5,179512.5,0
6/22/2009,77512.5,177512.5,-0.011141285
6/23/2009,78187.5,178187.5,0.003802549
6/24/2009,78187.5,178187.5,0
6/25/2009,79987.5,179987.5,0.010101719
6/26/2009,79712.5,179712.5,-0.001527884
6/27/2009,79712.5,179712.5,0
6/28/2009,79712.5,179712.5,0
6/29/2009,79712.5,179712.5,0
6/30/2009,78012.5,178012.5,-0.009459553
7/1/2009,77887.5,177887.5,-0.000702198
7/2/2009,72537.5,172537.5,-0.030075188
7/3/2009,72537.5,172537.5,0
7/4/2009,72537.5,172537.5,0
7/5/2009,72537.5,172537.5,0
7/6/2009,73387.5,173387.5,0.004926465
7/7/2009,72587.5,172587.5,-0.004613943
7/8/2009,72587.5,172587.5,0
7/9/2009,72587.5,172587.5,0
7/10/2009,71887.5,171887.5,-0.004055914
7/11/2009,71887.5,171887.5,0
7/12/2009,71887.5,171887.5,0
7/13/2009,71637.5,171637.5,-0.00145444
7/14/2009,74087.5,174087.5,0.01427427
7/15/2009,74087.5,174087.5,0
7/16/2009,73462.5,173462.5,-0.003590149
7/17/2009,73462.5,173462.5,0
7/18/2009,73462.5,173462.5,0
7/19/2009,73462.5,173462.5,0
7/20/2009,73462.5,173462.5,0
7/21/2009,74962.5,174962.5,0.008647402
7/22/2009,74662.5,174662.5,-0.001714653
7/23/2009,74662.5,174662.5,0
7/24/2009,75812.5,175812.5,0.006584127
7/25/2009,74712.5,174712.5,-0.006256665
7/26/2009,74712.5,174712.5,0
7/27/2009,74712.5,174712.5,0
7/28/2009,74712.5,174712.5,0
7/29/2009,74712.5,174712.5,0
7/30/2009,74712.5,174712.5,0
7/31/2009,73412.5,173412.5,-0.007440796
8/1/2009,73412.5,173412.5,0
8/2/2009,73412.5,173412.5,0
8/3/2009,73412.5,173412.5,0
8/4/2009,73412.5,173412.5,0
8/5/2009,73212.5,173212.5,-0.001153319
8/6/2009,73212.5,173212.5,0
8/7/2009,73212.5,173212.5,0
8/8/2009,73212.5,173212.5,0
8/9/2009,73212.5,173212.5,0
8/10/2009,72012.5,172012.5,-0.006927906
8/11/2009,72987.5,172987.5,0.005668193
8/12/2009,72987.5,172987.5,0
8/13/2009,71787.5,171787.5,-0.006936917
8/14/2009,71662.5,171662.5,-0.000727643
8/15/2009,71662.5,171662.5,0
8/16/2009,71662.5,171662.5,0
8/17/2009,71662.5,171662.5,0
8/18/2009,71662.5,171662.5,0
8/19/2009,71462.5,171462.5,-0.001165077
8/20/2009,71462.5,171462.5,0
8/21/2009,71462.5,171462.5,0
8/22/2009,71462.5,171462.5,0
8/23/2009,71462.5,171462.5,0
8/24/2009,71462.5,171462.5,0
8/25/2009,70612.5,170612.5,-0.004957352
8/26/2009,70612.5,170612.5,0
8/27/2009,70612.5,170612.5,0
8/28/2009,70612.5,170612.5,0
8/29/2009,70612.5,170612.5,0
8/30/2009,70612.5,170612.5,0
8/31/2009,70187.5,170187.5,-0.002491025
9/1/2009,70187.5,170187.5,0
9/2/2009,70837.5,170837.5,0.003819317
9/3/2009,70837.5,170837.5,0
9/4/2009,71537.5,171537.5,0.004097461
9/5/2009,71537.5,171537.5,0
9/6/2009,71537.5,171537.5,0
9/7/2009,71537.5,171537.5,0
9/8/2009,71537.5,171537.5,0
9/9/2009,71537.5,171537.5,0
9/10/2009,70887.5,170887.5,-0.003789259
9/11/2009,71737.5,171737.5,0.004974033
9/12/2009,71737.5,171737.5,0
9/13/2009,71737.5,171737.5,0
9/14/2009,71912.5,171912.5,0.001018997
9/15/2009,71912.5,171912.5,0
9/16/2009,71912.5,171912.5,0
9/17/2009,76662.5,176662.5,0.027630335
9/18/2009,76812.5,176812.5,0.000849077
9/19/2009,76812.5,176812.5,0
9/20/2009,76812.5,176812.5,0
9/21/2009,76812.5,176812.5,0
9/22/2009,76812.5,176812.5,0
9/23/2009,76712.5,176712.5,-0.000565571
9/24/2009,76287.5,176287.5,-0.002405036
9/25/2009,78262.5,178262.5,0.01120329
9/26/2009,78262.5,178262.5,0
9/27/2009,78262.5,178262.5,0
9/28/2009,78262.5,178262.5,0
9/29/2009,79762.5,179762.5,0.008414557
9/30/2009,79837.5,179837.5,0.000417217
10/1/2009,79837.5,179837.5,0
10/2/2009,79837.5,179837.5,0
10/3/2009,79837.5,179837.5,0
10/4/2009,79837.5,179837.5,0
10/5/2009,79837.5,179837.5,0
10/6/2009,82787.5,182787.5,0.016403698
10/7/2009,82587.5,182587.5,-0.001094167
10/8/2009,82587.5,182587.5,0
